"id","ride_id","type","data","created_at","updated_at","deleted_at"
3195138992,37390468,"RIDECOORDS","23.7909515,90.4003657","2018-10-10 21:19:24","2018-10-10 21:19:24",NULL
3195141248,37390468,"RIDECOORDS","23.7911774,90.4003982","2018-10-10 21:19:29","2018-10-10 21:19:29",NULL
3195142593,37390468,"RIDECOORDS","23.7913649,90.4004426","2018-10-10 21:19:31","2018-10-10 21:19:31",NULL
3195144655,37390468,"RIDECOORDS","23.7917224,90.4005152","2018-10-10 21:19:35","2018-10-10 21:19:35",NULL
3195146696,37390468,"RIDECOORDS","23.7921477,90.4006044","2018-10-10 21:19:39","2018-10-10 21:19:39",NULL
3195148123,37390468,"RIDECOORDS","23.7924886,90.4006553","2018-10-10 21:19:42","2018-10-10 21:19:42",NULL
3195151259,37390468,"RIDECOORDS","23.7928143,90.4006855","2018-10-10 21:19:48","2018-10-10 21:19:48",NULL
3195151788,37390468,"RIDECOORDS","23.7931501,90.4007341","2018-10-10 21:19:49","2018-10-10 21:19:49",NULL
3195153629,37390468,"RIDECOORDS","23.7935837,90.4007903","2018-10-10 21:19:52","2018-10-10 21:19:52",NULL
3195155285,37390468,"RIDECOORDS","23.7938992,90.4008405","2018-10-10 21:19:55","2018-10-10 21:19:55",NULL
3195157089,37390468,"RIDECOORDS","23.7941893,90.4008799","2018-10-10 21:19:59","2018-10-10 21:19:59",NULL
3195161835,37390468,"RIDECOORDS","23.7944917,90.4009339","2018-10-10 21:20:08","2018-10-10 21:20:08",NULL
3195167786,37390468,"RIDECOORDS","23.7958534,90.4011599","2018-10-10 21:20:19","2018-10-10 21:20:19",NULL
3195168276,37390468,"RIDECOORDS","23.7944917,90.4009339","2018-10-10 21:20:20","2018-10-10 21:20:20",NULL
3195168639,37390468,"RIDECOORDS","23.795496,90.4011217","2018-10-10 21:20:21","2018-10-10 21:20:21",NULL
3195170791,37390468,"RIDECOORDS","23.7950782,90.4010651","2018-10-10 21:20:25","2018-10-10 21:20:25",NULL
3195171842,37390468,"RIDECOORDS","23.7962857,90.4012179","2018-10-10 21:20:27","2018-10-10 21:20:27",NULL
3195174314,37390468,"RIDECOORDS","23.7966194,90.4012758","2018-10-10 21:20:32","2018-10-10 21:20:32",NULL
3195174934,37390468,"RIDECOORDS","23.7962857,90.4012179","2018-10-10 21:20:33","2018-10-10 21:20:33",NULL
3195175766,37390468,"RIDECOORDS","23.7969368,90.4013359","2018-10-10 21:20:34","2018-10-10 21:20:34",NULL
3195178950,37390468,"RIDECOORDS","23.7980165,90.4015141","2018-10-10 21:20:40","2018-10-10 21:20:40",NULL
3195178996,37390468,"RIDECOORDS","23.7976917,90.4014639","2018-10-10 21:20:40","2018-10-10 21:20:40",NULL
3195180842,37390468,"RIDECOORDS","23.797257,90.4013913","2018-10-10 21:20:44","2018-10-10 21:20:44",NULL
3195180893,37390468,"RIDECOORDS","23.7966194,90.4012758","2018-10-10 21:20:44","2018-10-10 21:20:44",NULL
3195181387,37390468,"RIDECOORDS","23.7987595,90.4016247","2018-10-10 21:20:44","2018-10-10 21:20:44",NULL
3195181702,37390468,"RIDECOORDS","23.797257,90.4013913","2018-10-10 21:20:45","2018-10-10 21:20:45",NULL
3195182585,37390468,"RIDECOORDS","23.7976917,90.4014639","2018-10-10 21:20:47","2018-10-10 21:20:47",NULL
3195183682,37390468,"RIDECOORDS","23.7990883,90.4016727","2018-10-10 21:20:49","2018-10-10 21:20:49",NULL
3195185587,37390468,"RIDECOORDS","23.7993569,90.4017213","2018-10-10 21:20:52","2018-10-10 21:20:52",NULL
3195187379,37390468,"RIDECOORDS","23.7997354,90.4017873","2018-10-10 21:20:55","2018-10-10 21:20:55",NULL
3195189325,37390468,"RIDECOORDS","23.8000519,90.4018437","2018-10-10 21:20:59","2018-10-10 21:20:59",NULL
3195197989,37390468,"RIDECOORDS","23.8014047,90.4020565","2018-10-10 21:21:15","2018-10-10 21:21:15",NULL
3195200741,37390468,"RIDECOORDS","23.8007975,90.4019746","2018-10-10 21:21:21","2018-10-10 21:21:21",NULL
3195201528,37390468,"RIDECOORDS","23.8010913,90.402014","2018-10-10 21:21:22","2018-10-10 21:21:22",NULL
3195233348,37390468,"RIDECOORDS","23.8035153,90.4023639","2018-10-10 21:22:24","2018-10-10 21:22:24",NULL
3195236131,37390468,"RIDECOORDS","23.8035153,90.4023639","2018-10-10 21:22:29","2018-10-10 21:22:29",NULL
3195238990,37390468,"RIDECOORDS","23.8037032,90.4024263","2018-10-10 21:22:34","2018-10-10 21:22:34",NULL
3195239203,37390468,"RIDECOORDS","23.8037032,90.4024263","2018-10-10 21:22:34","2018-10-10 21:22:34",NULL
3195240382,37390468,"RIDECOORDS","23.8042534,90.4025657","2018-10-10 21:22:36","2018-10-10 21:22:36",NULL
3195242263,37390468,"RIDECOORDS","23.80457,90.4026317","2018-10-10 21:22:40","2018-10-10 21:22:40",NULL
3195243516,37390468,"RIDECOORDS","23.8049033,90.4026773","2018-10-10 21:22:42","2018-10-10 21:22:42",NULL
3195245158,37390468,"RIDECOORDS","23.8052614,90.402739","2018-10-10 21:22:45","2018-10-10 21:22:45",NULL
3195247062,37390468,"RIDECOORDS","23.8057985,90.4028315","2018-10-10 21:22:49","2018-10-10 21:22:49",NULL
3195249153,37390468,"RIDECOORDS","23.8063835,90.402913","2018-10-10 21:22:53","2018-10-10 21:22:53",NULL
3195251945,37390468,"RIDECOORDS","23.8070212,90.4030078","2018-10-10 21:22:59","2018-10-10 21:22:59",NULL
3195256290,37390468,"RIDECOORDS","23.8076721,90.4031067","2018-10-10 21:23:07","2018-10-10 21:23:07",NULL
3195261906,37390468,"RIDECOORDS","23.8076721,90.4031067","2018-10-10 21:23:18","2018-10-10 21:23:18",NULL
3195262853,37390468,"RIDECOORDS","23.8081648,90.4031869","2018-10-10 21:23:20","2018-10-10 21:23:20",NULL
3195263307,37390468,"RIDECOORDS","23.8102271,90.4035646","2018-10-10 21:23:21","2018-10-10 21:23:21",NULL
3195263528,37390468,"RIDECOORDS","23.8097356,90.4034734","2018-10-10 21:23:21","2018-10-10 21:23:21",NULL
3195264215,37390468,"RIDECOORDS","23.8093713,90.4033999","2018-10-10 21:23:23","2018-10-10 21:23:23",NULL
3195264357,37390468,"RIDECOORDS","23.8107422,90.4036623","2018-10-10 21:23:23","2018-10-10 21:23:23",NULL
3195264414,37390468,"RIDECOORDS","23.8093713,90.4033999","2018-10-10 21:23:23","2018-10-10 21:23:23",NULL
3195265960,37390468,"RIDECOORDS","23.8081648,90.4031869","2018-10-10 21:23:26","2018-10-10 21:23:26",NULL
3195266052,37390468,"RIDECOORDS","23.8097356,90.4034734","2018-10-10 21:23:26","2018-10-10 21:23:26",NULL
3195267487,37390468,"RIDECOORDS","23.8111789,90.4037345","2018-10-10 21:23:29","2018-10-10 21:23:29",NULL
3195267529,37390468,"RIDECOORDS","23.8087936,90.4032881","2018-10-10 21:23:29","2018-10-10 21:23:29",NULL
3195268728,37390468,"RIDECOORDS","23.8087936,90.4032881","2018-10-10 21:23:31","2018-10-10 21:23:31",NULL
3195271812,37390468,"RIDECOORDS","23.8117933,90.4038285","2018-10-10 21:23:37","2018-10-10 21:23:37",NULL
3195274634,37390468,"RIDECOORDS","23.8132813,90.4040559","2018-10-10 21:23:42","2018-10-10 21:23:42",NULL
3195275163,37390468,"RIDECOORDS","23.8123758,90.4039183","2018-10-10 21:23:44","2018-10-10 21:23:44",NULL
3195277825,37390468,"RIDECOORDS","23.8117933,90.4038285","2018-10-10 21:23:49","2018-10-10 21:23:49",NULL
3195278038,37390468,"RIDECOORDS","23.8139305,90.4041718","2018-10-10 21:23:49","2018-10-10 21:23:49",NULL
3195278097,37390468,"RIDECOORDS","23.8128054,90.4039867","2018-10-10 21:23:49","2018-10-10 21:23:49",NULL
3195279080,37390468,"RIDECOORDS","23.8128054,90.4039867","2018-10-10 21:23:51","2018-10-10 21:23:51",NULL
3195280729,37390468,"RIDECOORDS","23.8153136,90.4044651","2018-10-10 21:23:54","2018-10-10 21:23:54",NULL
3195281497,37390468,"RIDECOORDS","23.814416,90.4042555","2018-10-10 21:23:55","2018-10-10 21:23:55",NULL
3195281722,37390468,"RIDECOORDS","23.8148828,90.4043398","2018-10-10 21:23:56","2018-10-10 21:23:56",NULL
3195283389,37390468,"RIDECOORDS","23.81607,90.404876","2018-10-10 21:23:59","2018-10-10 21:23:59",NULL
3195284868,37390468,"RIDECOORDS","23.8163666,90.405158","2018-10-10 21:24:02","2018-10-10 21:24:02",NULL
3195285000,37390468,"RIDECOORDS","23.8139305,90.4041718","2018-10-10 21:24:03","2018-10-10 21:24:03",NULL
3195285461,37390468,"RIDECOORDS","23.8148828,90.4043398","2018-10-10 21:24:04","2018-10-10 21:24:04",NULL
3195286838,37390468,"RIDECOORDS","23.8166439,90.405535","2018-10-10 21:24:06","2018-10-10 21:24:06",NULL
3195288472,37390468,"RIDECOORDS","23.8167583,90.4057354","2018-10-10 21:24:09","2018-10-10 21:24:09",NULL
3195290254,37390468,"RIDECOORDS","23.8168235,90.4059187","2018-10-10 21:24:13","2018-10-10 21:24:13",NULL
3195292507,37390468,"RIDECOORDS","23.8169173,90.4061878","2018-10-10 21:24:17","2018-10-10 21:24:17",NULL
3195293886,37390468,"RIDECOORDS","23.8170093,90.4064954","2018-10-10 21:24:20","2018-10-10 21:24:20",NULL
3195295930,37390468,"RIDECOORDS","23.8170746,90.4069202","2018-10-10 21:24:24","2018-10-10 21:24:24",NULL
3195297796,37390468,"RIDECOORDS","23.8170833,90.4071977","2018-10-10 21:24:28","2018-10-10 21:24:28",NULL
3195300073,37390468,"RIDECOORDS","23.8170789,90.4074667","2018-10-10 21:24:31","2018-10-10 21:24:31",NULL
3195300990,37390468,"RIDECOORDS","23.8170702,90.4078223","2018-10-10 21:24:34","2018-10-10 21:24:34",NULL
3195302710,37390468,"RIDECOORDS","23.8170481,90.4082456","2018-10-10 21:24:37","2018-10-10 21:24:37",NULL
3195304874,37390468,"RIDECOORDS","23.8170036,90.4088568","2018-10-10 21:24:41","2018-10-10 21:24:41",NULL
3195306180,37390468,"RIDECOORDS","23.8169825,90.4092614","2018-10-10 21:24:44","2018-10-10 21:24:44",NULL
3195315086,37390468,"RIDECOORDS","23.8169081,90.4103239","2018-10-10 21:25:02","2018-10-10 21:25:02",NULL
3195319339,37390468,"RIDECOORDS","23.8168941,90.4112035","2018-10-10 21:25:10","2018-10-10 21:25:10",NULL
3195319587,37390468,"RIDECOORDS","23.8169081,90.4103239","2018-10-10 21:25:10","2018-10-10 21:25:10",NULL
3195320768,37390468,"RIDECOORDS","23.8169628,90.4116238","2018-10-10 21:25:13","2018-10-10 21:25:13",NULL
3195321956,37390468,"RIDECOORDS","23.8177975,90.4132343","2018-10-10 21:25:15","2018-10-10 21:25:15",NULL
3195322393,37390468,"RIDECOORDS","23.8173214,90.4125111","2018-10-10 21:25:16","2018-10-10 21:25:16",NULL
3195322567,37390468,"RIDECOORDS","23.8169628,90.4116238","2018-10-10 21:25:17","2018-10-10 21:25:17",NULL
3195323278,37390468,"RIDECOORDS","23.8181144,90.413664","2018-10-10 21:25:18","2018-10-10 21:25:18",NULL
3195323999,37390468,"RIDECOORDS","23.8168829,90.4108345","2018-10-10 21:25:20","2018-10-10 21:25:20",NULL
3195324262,37390468,"RIDECOORDS","23.8168829,90.4108345","2018-10-10 21:25:20","2018-10-10 21:25:20",NULL
3195324800,37390468,"RIDECOORDS","23.8170994,90.4120479","2018-10-10 21:25:21","2018-10-10 21:25:21",NULL
3195324828,37390468,"RIDECOORDS","23.8170994,90.4120479","2018-10-10 21:25:20","2018-10-10 21:25:20",NULL
3195325490,37390468,"RIDECOORDS","23.8184343,90.4141161","2018-10-10 21:25:22","2018-10-10 21:25:22",NULL
3195329621,37390468,"RIDECOORDS","23.8186646,90.4144704","2018-10-10 21:25:30","2018-10-10 21:25:30",NULL
3195329965,37390468,"RIDECOORDS","23.8187677,90.4146473","2018-10-10 21:25:31","2018-10-10 21:25:31",NULL
3195331114,37390468,"RIDECOORDS","23.8188948,90.414829","2018-10-10 21:25:33","2018-10-10 21:25:33",NULL
3195332375,37390468,"RIDECOORDS","23.8186646,90.4144704","2018-10-10 21:25:36","2018-10-10 21:25:36",NULL
3195333044,37390468,"RIDECOORDS","23.8191319,90.415143","2018-10-10 21:25:37","2018-10-10 21:25:37",NULL
3195334545,37390468,"RIDECOORDS","23.8193304,90.4154458","2018-10-10 21:25:40","2018-10-10 21:25:40",NULL
3195336037,37390468,"RIDECOORDS","23.8195386,90.4157875","2018-10-10 21:25:43","2018-10-10 21:25:43",NULL
3195337511,37390468,"RIDECOORDS","23.8197465,90.4161417","2018-10-10 21:25:46","2018-10-10 21:25:46",NULL
3195340908,37390468,"RIDECOORDS","23.8203226,90.4170073","2018-10-10 21:25:53","2018-10-10 21:25:53",NULL
3195342510,37390468,"RIDECOORDS","23.8205784,90.4174186","2018-10-10 21:25:56","2018-10-10 21:25:56",NULL
3195343796,37390468,"RIDECOORDS","23.8208386,90.4178329","2018-10-10 21:25:59","2018-10-10 21:25:59",NULL
3195345885,37390468,"RIDECOORDS","23.8212072,90.4183897","2018-10-10 21:26:03","2018-10-10 21:26:03",NULL
3195347866,37390468,"RIDECOORDS","23.8215783,90.4188822","2018-10-10 21:26:07","2018-10-10 21:26:07",NULL
3195349325,37390468,"RIDECOORDS","23.8218857,90.4192005","2018-10-10 21:26:10","2018-10-10 21:26:10",NULL
3195350801,37390468,"RIDECOORDS","23.822275,90.4194986","2018-10-10 21:26:13","2018-10-10 21:26:13",NULL
3195352383,37390468,"RIDECOORDS","23.8226838,90.4197623","2018-10-10 21:26:16","2018-10-10 21:26:16",NULL
3195353691,37390468,"RIDECOORDS","23.8230919,90.4199875","2018-10-10 21:26:19","2018-10-10 21:26:19",NULL
3195355599,37390468,"RIDECOORDS","23.8236856,90.4202307","2018-10-10 21:26:23","2018-10-10 21:26:23",NULL
3195357504,37390468,"RIDECOORDS","23.8241824,90.4203614","2018-10-10 21:26:26","2018-10-10 21:26:26",NULL
3195359319,37390468,"RIDECOORDS","23.8248363,90.4204507","2018-10-10 21:26:30","2018-10-10 21:26:30",NULL
3195360319,37390468,"RIDECOORDS","23.8252577,90.4204676","2018-10-10 21:26:33","2018-10-10 21:26:33",NULL
3195362161,37390468,"RIDECOORDS","23.8258136,90.4204464","2018-10-10 21:26:37","2018-10-10 21:26:37",NULL
3195364129,37390468,"RIDECOORDS","23.8263607,90.4203651","2018-10-10 21:26:41","2018-10-10 21:26:41",NULL
3195365475,37390468,"RIDECOORDS","23.8267118,90.4203027","2018-10-10 21:26:44","2018-10-10 21:26:44",NULL
3195367656,37390468,"RIDECOORDS","23.8271363,90.4202118","2018-10-10 21:26:48","2018-10-10 21:26:48",NULL
3195369109,37390468,"RIDECOORDS","23.8274137,90.420147","2018-10-10 21:26:51","2018-10-10 21:26:51",NULL
3195370434,37390468,"RIDECOORDS","23.8276965,90.4200855","2018-10-10 21:26:54","2018-10-10 21:26:54",NULL
3195372389,37390468,"RIDECOORDS","23.8281011,90.4200061","2018-10-10 21:26:58","2018-10-10 21:26:58",NULL
3195374320,37390468,"RIDECOORDS","23.8283935,90.4199533","2018-10-10 21:27:02","2018-10-10 21:27:02",NULL
3195377272,37390468,"RIDECOORDS","23.8285562,90.419938","2018-10-10 21:27:07","2018-10-10 21:27:07",NULL
3195377627,37390468,"RIDECOORDS","23.8286413,90.4199199","2018-10-10 21:27:09","2018-10-10 21:27:09",NULL
3195379972,37390468,"RIDECOORDS","23.8287211,90.419924","2018-10-10 21:27:13","2018-10-10 21:27:13",NULL
3195382230,37390468,"RIDECOORDS","23.8289412,90.4198852","2018-10-10 21:27:17","2018-10-10 21:27:17",NULL
3195387185,37390468,"RIDECOORDS","23.8291239,90.4198386","2018-10-10 21:27:20","2018-10-10 21:27:20",NULL
3195392062,37390468,"RIDECOORDS","23.8297641,90.4197299","2018-10-10 21:27:37","2018-10-10 21:27:37",NULL
3195392092,37390468,"RIDECOORDS","23.8291239,90.4198386","2018-10-10 21:27:37","2018-10-10 21:27:37",NULL
3195392613,37390468,"RIDECOORDS","23.829451,90.4197885","2018-10-10 21:27:38","2018-10-10 21:27:38",NULL
