"id","ride_id","type","data","created_at","updated_at","deleted_at"
116289402,21709796,"RIDECOORDS","22.3648269,91.850499","2018-06-24 14:06:46","2018-06-24 14:06:46",NULL
116290267,21709796,"RIDECOORDS","22.3646386,91.8507249","2018-06-24 14:06:49","2018-06-24 14:06:49",NULL
116291612,21709796,"RIDECOORDS","22.36442,91.850972","2018-06-24 14:06:53","2018-06-24 14:06:53",NULL
116292551,21709796,"RIDECOORDS","22.3643407,91.8510513","2018-06-24 14:06:56","2018-06-24 14:06:56",NULL
116293860,21709796,"RIDECOORDS","22.3642301,91.8511609","2018-06-24 14:07:00","2018-06-24 14:07:00",NULL
116295098,21709796,"RIDECOORDS","22.3641462,91.851196","2018-06-24 14:07:04","2018-06-24 14:07:04",NULL
116296505,21709796,"RIDECOORDS","22.3640173,91.8512205","2018-06-24 14:07:09","2018-06-24 14:07:09",NULL
116297307,21709796,"RIDECOORDS","22.3639264,91.8512416","2018-06-24 14:07:11","2018-06-24 14:07:11",NULL
116298987,21709796,"RIDECOORDS","22.3637278,91.8513287","2018-06-24 14:07:17","2018-06-24 14:07:17",NULL
116300020,21709796,"RIDECOORDS","22.363614,91.8513657","2018-06-24 14:07:20","2018-06-24 14:07:20",NULL
116301215,21709796,"RIDECOORDS","22.3634787,91.8514289","2018-06-24 14:07:24","2018-06-24 14:07:24",NULL
116302079,21709796,"RIDECOORDS","22.3633992,91.8514671","2018-06-24 14:07:26","2018-06-24 14:07:26",NULL
116303171,21709796,"RIDECOORDS","22.3633186,91.8515139","2018-06-24 14:07:30","2018-06-24 14:07:30",NULL
116304008,21709796,"RIDECOORDS","22.3632175,91.8515741","2018-06-24 14:07:32","2018-06-24 14:07:32",NULL
116304948,21709796,"RIDECOORDS","22.3631284,91.8516091","2018-06-24 14:07:35","2018-06-24 14:07:35",NULL
116307481,21709796,"RIDECOORDS","22.3630159,91.8516303","2018-06-24 14:07:43","2018-06-24 14:07:43",NULL
116307582,21709796,"RIDECOORDS","22.3630159,91.8516303","2018-06-24 14:07:44","2018-06-24 14:07:44",NULL
116308326,21709796,"RIDECOORDS","22.3628771,91.8516568","2018-06-24 14:07:46","2018-06-24 14:07:46",NULL
